RecordID,Date,City,State,Season,Temperature_C,Humidity_%,WindSpeed_kmph,Precipitation_mm,AirPressure_hPa,WeatherCondition
848,20/04/2022,Kolkata,West Bengal,Summer,30.4,69,32.8,0.22,1014.7,Haze
849,16/10/2023,Chennai,Tamil Nadu,Autumn,26.1,72,4.6,0.34,1014.4,Cloudy
850,02/11/2023,Delhi,Delhi,Autumn,26.2,59,15,1.25,990.3,Fog
851,16/04/2023,Hyderabad,Telangana,Winter,17.4,46,27.6,0.22,1003.5,Fog
852,26/09/2023,Bangalore,Karnataka,Summer,32.8,52,30.7,0.21,1008.7,Rain
853,14/06/2022,Delhi,Delhi,Winter,20.6,92,17.3,0.08,1006.8,Fog
854,27/02/2024,Mumbai,Maharashtra,Monsoon,23.9,73,20.2,0.96,1014.7,Haze
855,23/12/2022,Delhi,Delhi,Autumn,22.9,47,27.3,0.09,1013.5,Haze
856,18/04/2023,Lucknow,Uttar Pradesh,Monsoon,26.2,65,11,4.13,1002.7,Sunny
857,20/11/2022,Ahmedabad,Gujarat,Monsoon,30.5,79,27.8,1.03,998.2,Storm
858,17/12/2023,Ahmedabad,Gujarat,Autumn,28.5,58,15.3,2.66,1011.8,Fog
859,13/08/2023,Kolkata,West Bengal,Winter,14,62,5.6,1.32,998.4,Sunny
860,04/12/2023,Pune,Maharashtra,Summer,35.1,76,28.6,0.42,1013.4,Rain
861,26/12/2023,Hyderabad,Telangana,Monsoon,24.6,65,28.8,2.78,1005.6,Haze
862,23/01/2023,Delhi,Delhi,Winter,17.8,84,6.5,0.79,1018.4,Haze
863,24/05/2022,Chennai,Tamil Nadu,Monsoon,35.8,64,6.5,5.79,999.9,Haze
864,07/07/2023,Kolkata,West Bengal,Summer,23.9,36,3.7,0.44,1017.7,Sunny
865,21/02/2023,Pune,Maharashtra,Monsoon,28.6,69,8.9,2.19,1010.3,Fog
866,30/03/2022,Kolkata,West Bengal,Winter,12.2,51,19.8,3.12,1005.6,Sunny
867,12/08/2022,Jaipur,Rajasthan,Summer,37.9,36,10.5,0.43,1011.4,Cloudy
868,31/10/2023,Jaipur,Rajasthan,Summer,37.8,86,1.1,0.16,1002,Fog
869,25/12/2023,Bangalore,Karnataka,Winter,16.7,60,17.3,0.48,1008.9,Haze
870,06/10/2023,Pune,Maharashtra,Summer,32,92,32.4,0.15,1016.9,Storm
871,20/09/2023,Kolkata,West Bengal,Winter,24.8,68,14.3,1.13,1005,Cloudy
872,01/04/2022,Jaipur,Rajasthan,Winter,16,84,6,3.94,1004.3,Sunny
873,08/09/2023,Bangalore,Karnataka,Summer,30,85,15.4,2.79,1007.3,Sunny
874,15/08/2022,Mumbai,Maharashtra,Monsoon,25.1,63,11,3.04,1025.3,Cloudy
875,01/01/2024,Pune,Maharashtra,Summer,29.8,63,15.6,1.94,1018.5,Sunny
876,29/01/2023,Pune,Maharashtra,Autumn,21,76,34.8,0.9,1002.8,Cloudy
877,06/09/2022,Kolkata,West Bengal,Summer,32.2,92,7.8,1,1014.2,Sunny
878,07/01/2023,Ahmedabad,Gujarat,Monsoon,31,67,30.4,5.12,1017.5,Storm
879,30/04/2023,Bangalore,Karnataka,Summer,28.2,76,34.9,0.45,1016,Rain
880,16/10/2023,Jaipur,Rajasthan,Monsoon,29.8,88,7.1,0.02,1011.9,Cloudy
881,12/09/2023,Lucknow,Uttar Pradesh,Autumn,23.3,74,30.3,0.34,1007.9,Cloudy
882,10/03/2022,Delhi,Delhi,Autumn,34.2,43,29.8,0.07,1006.4,Storm
883,01/02/2024,Lucknow,Uttar Pradesh,Winter,14.6,56,16.9,0.94,1017.5,Cloudy
884,14/06/2024,Kolkata,West Bengal,Autumn,28.1,73,19.4,0.1,1015,Rain
885,28/11/2023,Mumbai,Maharashtra,Autumn,28.7,55,28.8,0.69,1010.7,Haze
886,20/05/2024,Pune,Maharashtra,Summer,38.4,62,8.1,0.8,1015.3,Sunny
887,17/08/2023,Chennai,Tamil Nadu,Autumn,22.9,64,18.8,0.48,1012.4,Fog
888,15/03/2024,Kolkata,West Bengal,Summer,36,85,10.9,0.51,1019.7,Storm
889,18/11/2022,Kolkata,West Bengal,Monsoon,25.5,66,10.8,6,1016.7,Rain
890,13/05/2022,Chennai,Tamil Nadu,Autumn,32,75,27.4,0.1,1019.1,Haze
891,26/12/2023,Hyderabad,Telangana,Summer,41.9,74,24.3,0.21,1013.2,Cloudy
892,11/05/2024,Mumbai,Maharashtra,Summer,39.1,84,15.7,0.93,1025.8,Fog
893,16/01/2022,Kolkata,West Bengal,Winter,14.5,45,28.8,0.26,1011.1,Cloudy
894,23/04/2023,Pune,Maharashtra,Winter,19.5,60,0.8,0.46,1009.5,Haze
895,05/10/2022,Lucknow,Uttar Pradesh,Summer,36.1,45,12.6,0.04,998.9,Haze
896,08/04/2022,Lucknow,Uttar Pradesh,Monsoon,26.7,62,0.5,3.52,1011.4,Fog
897,06/09/2023,Pune,Maharashtra,Summer,31.4,94,34.6,1.64,1012,Storm
898,05/02/2024,Mumbai,Maharashtra,Summer,34.1,72,34,0.87,1017.2,Fog
899,06/06/2024,Chennai,Tamil Nadu,Monsoon,26.7,58,18.6,0.07,999.5,Haze
900,12/02/2023,Lucknow,Uttar Pradesh,Winter,20,77,9.8,0.29,1005.1,Haze
901,03/05/2024,Mumbai,Maharashtra,Summer,27.2,55,33.1,2.82,1015.5,Storm
902,16/11/2023,Delhi,Delhi,Monsoon,28.9,60,21.3,0.89,1015.4,Rain
903,31/03/2023,Jaipur,Rajasthan,Winter,22,52,4.5,0.98,1005.2,Storm
904,05/05/2023,Ahmedabad,Gujarat,Autumn,26.8,62,23,0.08,1015.4,Cloudy
905,25/01/2023,Chennai,Tamil Nadu,Winter,24.2,44,14.7,0.34,1005.9,Sunny
906,14/05/2024,Pune,Maharashtra,Summer,28.3,48,21.7,1.02,1001.4,Storm
907,19/04/2024,Delhi,Delhi,Summer,36.5,70,5.2,1.16,1015.1,Fog
908,08/03/2023,Kolkata,West Bengal,Autumn,29.4,40,7.5,0.7,1013.2,Sunny
909,07/02/2022,Delhi,Delhi,Autumn,27,39,19.6,1.16,1022.5,Fog
910,24/03/2022,Bangalore,Karnataka,Autumn,27.9,43,31.9,0.69,1008.7,Cloudy
911,06/06/2022,Jaipur,Rajasthan,Summer,29.5,72,8.5,0.82,1018.8,Storm
912,23/01/2023,Pune,Maharashtra,Summer,28.3,75,17.5,0.88,1010.7,Cloudy
913,24/02/2024,Kolkata,West Bengal,Summer,31.1,51,10.1,0.77,1011.1,Cloudy
914,06/02/2023,Jaipur,Rajasthan,Winter,15.9,47,23.9,0.68,1014.4,Cloudy
915,01/05/2023,Lucknow,Uttar Pradesh,Winter,12.1,53,24,6.06,1008.2,Fog
916,30/11/2022,Mumbai,Maharashtra,Monsoon,28.1,60,5.6,7.99,1015.9,Cloudy
917,27/08/2023,Ahmedabad,Gujarat,Winter,15.5,45,7.3,2.17,1012,Cloudy
918,06/08/2023,Chennai,Tamil Nadu,Winter,23,49,31.9,1.58,1019.5,Rain
919,20/12/2022,Ahmedabad,Gujarat,Monsoon,26.7,74,13.9,0.16,1012.3,Fog
920,17/12/2023,Chennai,Tamil Nadu,Summer,32,49,11.7,0.69,1019.9,Fog
921,20/04/2023,Ahmedabad,Gujarat,Autumn,24,36,6.9,0.73,1004.4,Sunny
922,16/05/2022,Kolkata,West Bengal,Winter,24.1,47,29.7,0.83,1009.3,Storm
923,20/05/2023,Mumbai,Maharashtra,Winter,24.6,70,16.3,4.83,1006.7,Rain
924,07/10/2022,Lucknow,Uttar Pradesh,Winter,18.4,67,23.2,0.53,1011.5,Cloudy
925,29/03/2022,Pune,Maharashtra,Monsoon,30.6,38,10.6,1.97,1014.9,Cloudy
926,17/09/2023,Ahmedabad,Gujarat,Monsoon,29.4,81,26,0.94,1029.9,Sunny
927,25/06/2022,Kolkata,West Bengal,Winter,19.5,67,23.1,0.67,1000.2,Sunny
928,29/01/2023,Delhi,Delhi,Winter,16.1,80,18,0.6,1006,Fog
929,15/06/2022,Bangalore,Karnataka,Summer,24.8,64,4.6,0.12,1016.9,Storm
930,13/07/2022,Ahmedabad,Gujarat,Autumn,24.3,61,27.5,1.17,1006.9,Rain
931,24/09/2023,Kolkata,West Bengal,Summer,31.7,60,2.6,0.2,1000.1,Sunny
932,16/07/2023,Lucknow,Uttar Pradesh,Monsoon,33.1,69,14.4,3.93,1019.2,Haze
933,03/11/2023,Chennai,Tamil Nadu,Summer,24,66,32.7,1.72,1025.8,Cloudy
934,11/02/2022,Delhi,Delhi,Summer,35,57,22.3,1.15,1024.4,Cloudy
935,31/03/2023,Hyderabad,Telangana,Autumn,20.6,37,24,0.41,1012.9,Storm
936,19/06/2022,Mumbai,Maharashtra,Autumn,26.5,50,32.7,0.56,1034.9,Storm
937,10/07/2023,Delhi,Delhi,Monsoon,27.2,58,30.2,1.33,1013.3,Cloudy
938,29/11/2023,Jaipur,Rajasthan,Summer,30.4,77,14.7,0.18,1006.5,Fog
939,23/01/2022,Lucknow,Uttar Pradesh,Autumn,25.8,66,3.6,0.38,1001.7,Cloudy
940,22/02/2024,Kolkata,West Bengal,Winter,20.6,64,29,0.6,1014.8,Haze
941,24/06/2023,Lucknow,Uttar Pradesh,Winter,23.6,88,4.2,1.69,1004.1,Fog
942,13/01/2022,Delhi,Delhi,Summer,29.2,91,18.5,4.23,1005.3,Cloudy
943,04/03/2024,Pune,Maharashtra,Winter,22.8,79,18.9,1.63,1013.3,Haze
944,30/08/2022,Chennai,Tamil Nadu,Autumn,23.4,78,19.3,3.02,1004.7,Rain
945,25/01/2023,Jaipur,Rajasthan,Winter,19.1,70,9.9,0.33,1001.6,Rain
946,16/11/2023,Delhi,Delhi,Winter,17.6,45,33.7,0.16,1005.8,Haze
947,11/06/2024,Bangalore,Karnataka,Winter,20.6,92,25.9,1.95,1003.7,Haze
948,15/06/2024,Jaipur,Rajasthan,Monsoon,30.6,59,10.6,1.27,1012.7,Rain
949,04/03/2024,Ahmedabad,Gujarat,Monsoon,34.4,89,31.4,1.24,1016.8,Sunny
950,19/02/2022,Jaipur,Rajasthan,Summer,29.8,62,4,0.63,1011,Fog
951,16/08/2023,Jaipur,Rajasthan,Monsoon,33.4,54,32.4,3.64,1005.9,Cloudy
952,16/01/2023,Bangalore,Karnataka,Autumn,22.8,67,4.9,0.03,1014.6,Haze
953,13/08/2022,Jaipur,Rajasthan,Autumn,21.9,93,20.3,0.15,1003.1,Rain
954,10/09/2022,Kolkata,West Bengal,Autumn,26.9,77,25.3,0.57,1001,Storm
955,02/07/2022,Ahmedabad,Gujarat,Autumn,22.7,38,8.5,0.37,996,Cloudy
956,09/04/2024,Lucknow,Uttar Pradesh,Summer,30.1,91,16.4,1,1013.4,Sunny
957,30/04/2024,Bangalore,Karnataka,Autumn,31.7,41,7.8,1.19,1016.5,Cloudy
958,18/09/2023,Pune,Maharashtra,Monsoon,27,83,17.2,3.36,1018.6,Rain
959,02/01/2022,Delhi,Delhi,Autumn,26.3,66,30.1,0.56,1005.7,Storm
960,14/04/2023,Lucknow,Uttar Pradesh,Monsoon,28.7,61,2.9,3.82,1020.8,Sunny
961,08/06/2022,Jaipur,Rajasthan,Monsoon,26.9,94,28.6,6.58,995.9,Cloudy
962,05/05/2024,Chennai,Tamil Nadu,Winter,12.6,46,25.7,0.33,1017.9,Sunny
963,12/06/2022,Pune,Maharashtra,Monsoon,29.5,59,11.3,2.11,999.3,Cloudy
964,01/04/2022,Bangalore,Karnataka,Summer,31.4,73,17.4,0.15,1010.1,Rain
965,24/09/2023,Delhi,Delhi,Winter,18.3,92,28.9,0.99,1002.5,Storm
966,12/02/2023,Chennai,Tamil Nadu,Summer,36.2,41,0.4,0.48,1013.2,Sunny
967,08/01/2022,Hyderabad,Telangana,Autumn,26.5,85,25.9,0.16,1013.7,Sunny
968,14/03/2024,Pune,Maharashtra,Monsoon,24.9,45,24.9,0.67,1008.7,Fog
969,01/11/2022,Hyderabad,Telangana,Monsoon,28.4,83,30.1,1.77,1001.4,Fog
970,13/06/2022,Hyderabad,Telangana,Monsoon,23.4,49,21.6,8.79,993.6,Haze
971,02/06/2022,Delhi,Delhi,Autumn,27.7,49,17.8,0.39,1021.2,Fog
972,20/12/2023,Hyderabad,Telangana,Summer,31.4,58,32.1,0.06,1005.1,Sunny
973,16/09/2023,Mumbai,Maharashtra,Monsoon,33.4,60,32.1,3.9,1004.3,Sunny
974,21/09/2022,Jaipur,Rajasthan,Autumn,24.3,83,18.5,1.78,1018.4,Sunny
975,18/02/2023,Jaipur,Rajasthan,Monsoon,25.6,54,26.9,1.22,1003.8,Rain
976,04/02/2024,Lucknow,Uttar Pradesh,Autumn,23.2,55,34.8,2.17,1012.4,Sunny
977,02/09/2022,Hyderabad,Telangana,Monsoon,29.9,39,16.6,0.59,1011.2,Sunny
978,09/11/2023,Ahmedabad,Gujarat,Winter,29.2,44,24.7,1,1011.5,Sunny
979,31/01/2023,Mumbai,Maharashtra,Monsoon,25.6,66,27.5,2.4,1007.3,Sunny
980,13/05/2023,Pune,Maharashtra,Monsoon,21.9,63,26,3,994.3,Haze
981,11/05/2022,Delhi,Delhi,Summer,29.6,93,17.4,0.44,1017.4,Fog
982,16/10/2023,Bangalore,Karnataka,Summer,30.6,40,1.9,1.49,1010.1,Haze
983,14/09/2022,Delhi,Delhi,Monsoon,31.6,59,11.3,3.32,1008.5,Storm
984,26/02/2024,Delhi,Delhi,Monsoon,26.6,66,33.5,1.94,1009.8,Cloudy
985,26/09/2022,Bangalore,Karnataka,Winter,16.2,93,32.9,1.1,1007.2,Storm
986,12/03/2024,Pune,Maharashtra,Monsoon,27.5,65,28.4,5.62,1015,Storm
987,20/08/2023,Mumbai,Maharashtra,Summer,30.9,36,3.8,1.02,1001.4,Storm
988,25/01/2024,Hyderabad,Telangana,Autumn,27.9,46,1.6,0.36,1025.8,Storm
989,21/04/2022,Jaipur,Rajasthan,Winter,19.8,80,32.9,1.6,1010.3,Rain
990,08/03/2023,Ahmedabad,Gujarat,Winter,9.1,64,9.1,0.32,1009.5,Fog
991,24/07/2023,Hyderabad,Telangana,Winter,27.1,69,29.9,0.16,1018.8,Cloudy
992,27/02/2024,Hyderabad,Telangana,Autumn,25.9,44,15,0.76,1025.3,Haze
993,24/08/2022,Jaipur,Rajasthan,Monsoon,28.7,71,19.1,5.44,997.4,Cloudy
994,27/10/2023,Pune,Maharashtra,Winter,17.9,80,6.8,1.5,1024.6,Haze
995,09/07/2022,Kolkata,West Bengal,Autumn,27.2,65,28.8,1.34,1002.1,Haze
996,29/12/2023,Delhi,Delhi,Winter,10.9,50,19,0.27,1010.6,Cloudy
997,16/07/2022,Ahmedabad,Gujarat,Autumn,25.8,80,29.4,0.17,1008.3,Haze
998,05/12/2022,Chennai,Tamil Nadu,Summer,33.4,81,23.2,0.41,1014.5,Haze
999,16/03/2023,Hyderabad,Telangana,Summer,35.2,84,25.1,0.78,1024.6,Storm
1000,08/04/2023,Jaipur,Rajasthan,Autumn,26,70,34.8,0.8,1005.1,Sunny
1001,06/02/2024,Delhi,Delhi,Monsoon,28.4,52,13,3.4,995.5,Haze
1002,06/03/2023,Pune,Maharashtra,Autumn,20.4,88,7.7,4.45,1006.6,Sunny
1003,22/08/2023,Delhi,Delhi,Monsoon,29.3,84,16.7,0.25,1010.9,Haze
1004,04/04/2022,Mumbai,Maharashtra,Summer,24.8,80,0.6,0.5,1003,Cloudy
1005,25/12/2022,Jaipur,Rajasthan,Autumn,27.5,61,30.4,0.47,1001.8,Rain
1006,29/05/2023,Delhi,Delhi,Summer,28.6,62,30.8,1.32,1008.7,Storm
1007,04/04/2024,Bangalore,Karnataka,Summer,43.2,73,14.2,0.23,1019.8,Sunny
1008,06/06/2022,Delhi,Delhi,Winter,17.7,94,28.8,0.8,1009.2,Haze
1009,09/10/2023,Ahmedabad,Gujarat,Summer,33,44,22.6,2.08,1025.6,Rain
1010,26/05/2022,Jaipur,Rajasthan,Monsoon,24.2,78,32.3,0.83,1000.2,Haze
1011,25/02/2024,Ahmedabad,Gujarat,Monsoon,27.5,58,16.5,7.32,1013.4,Sunny
1012,28/07/2022,Kolkata,West Bengal,Monsoon,29.9,78,19.3,17.68,1013.4,Rain
1013,12/06/2023,Hyderabad,Telangana,Monsoon,24.4,60,34.2,0.86,1002.4,Sunny
1014,18/11/2023,Hyderabad,Telangana,Monsoon,24.3,51,5.2,2.89,1006.8,Cloudy
1015,14/08/2022,Jaipur,Rajasthan,Monsoon,27.3,67,4.2,7.6,1010.9,Haze
1016,21/03/2022,Delhi,Delhi,Winter,24.2,67,30.8,0.02,1010.4,Rain
1017,06/04/2022,Hyderabad,Telangana,Autumn,29.7,80,7.5,0.99,1016,Cloudy
1018,30/08/2022,Kolkata,West Bengal,Monsoon,24.9,79,15.8,8.06,1013,Cloudy
1019,24/10/2023,Lucknow,Uttar Pradesh,Winter,29,68,22.7,1.86,1003,Haze
1020,01/04/2022,Ahmedabad,Gujarat,Autumn,22.3,36,12.5,0.03,1001.5,Fog
1021,06/10/2023,Jaipur,Rajasthan,Summer,33.3,93,13.2,3.16,1026.5,Haze
1022,20/02/2024,Lucknow,Uttar Pradesh,Winter,9.3,66,27.8,2.75,1015.4,Cloudy
1023,24/10/2022,Lucknow,Uttar Pradesh,Winter,20.3,77,11.3,0.94,1007.5,Storm
1024,26/11/2022,Chennai,Tamil Nadu,Autumn,30.2,79,31.8,1.03,1017.4,Cloudy
1025,30/04/2023,Bangalore,Karnataka,Winter,19.1,53,12.4,0.54,1009.7,Rain
1026,07/06/2023,Mumbai,Maharashtra,Monsoon,25.9,38,14.4,3.2,1005.3,Fog
1027,13/05/2024,Lucknow,Uttar Pradesh,Monsoon,28.1,86,8.3,3.48,1012.4,Sunny
1028,18/10/2023,Bangalore,Karnataka,Autumn,16,36,4,0.57,1009.8,Cloudy
1029,11/12/2023,Delhi,Delhi,Winter,17.4,87,30.3,1.74,1002.3,Storm
1030,28/03/2024,Delhi,Delhi,Summer,40.4,60,2.5,0.65,1006.8,Fog
1031,17/06/2024,Bangalore,Karnataka,Monsoon,32.3,57,16.4,3.95,1002.7,Sunny
1032,27/03/2023,Mumbai,Maharashtra,Summer,41.4,65,26.9,1.6,1012.7,Fog
1033,30/08/2022,Kolkata,West Bengal,Autumn,29,50,15.2,0.56,1018.5,Sunny
1034,12/04/2022,Jaipur,Rajasthan,Monsoon,26.5,58,23.9,3.31,1000.9,Haze
1035,09/05/2023,Chennai,Tamil Nadu,Monsoon,26,67,7,7.33,1019.7,Haze
1036,25/05/2024,Ahmedabad,Gujarat,Summer,40,87,8.1,0.66,1002,Storm
1037,19/03/2024,Jaipur,Rajasthan,Autumn,25.7,62,13.7,1.4,1007.5,Rain
1038,05/09/2022,Pune,Maharashtra,Monsoon,28.1,79,15.1,6.6,1007.4,Storm
1039,20/10/2023,Ahmedabad,Gujarat,Winter,19.4,61,30.8,0.86,1000.7,Sunny
1040,20/03/2022,Bangalore,Karnataka,Monsoon,30.7,91,24.2,0.25,1021.5,Haze
1041,11/07/2022,Ahmedabad,Gujarat,Autumn,24.8,85,28.3,1.04,1009.8,Cloudy
1042,24/01/2022,Pune,Maharashtra,Winter,21.8,73,28.5,2.12,1009.4,Fog
1043,14/06/2022,Delhi,Delhi,Autumn,27.3,39,25.5,0.89,1002.5,Rain
1044,21/04/2023,Pune,Maharashtra,Summer,35.4,35,30.9,0.23,1003.3,Fog
1045,11/06/2024,Jaipur,Rajasthan,Monsoon,26.2,51,25.2,2.61,1018.9,Fog
1046,11/01/2023,Delhi,Delhi,Monsoon,27.2,49,8.4,9.9,1021.7,Fog
1047,16/05/2023,Hyderabad,Telangana,Summer,32,49,24.6,0.08,1008,Cloudy
1048,03/11/2023,Ahmedabad,Gujarat,Winter,11,36,10.2,0.11,1005.9,Sunny
1049,10/01/2023,Mumbai,Maharashtra,Autumn,30.8,71,5.6,1.18,1006.7,Storm
1050,23/11/2023,Delhi,Delhi,Summer,31.7,49,16.2,1.05,1010.2,Fog
1051,06/10/2022,Lucknow,Uttar Pradesh,Monsoon,26.6,60,11.2,2.87,1011.4,Rain
1052,15/10/2023,Hyderabad,Telangana,Winter,21.6,79,31.6,1.89,1006.1,Haze
1053,20/02/2022,Delhi,Delhi,Autumn,26.2,64,18.4,1.08,1002.6,Cloudy
1054,08/12/2023,Jaipur,Rajasthan,Summer,32.1,87,9.6,0.57,1013.1,Storm
1055,17/01/2024,Lucknow,Uttar Pradesh,Summer,32.1,92,16.8,2.61,1011,Storm
1056,15/09/2022,Kolkata,West Bengal,Winter,17.1,40,21.7,0.04,1013.6,Rain
1057,16/10/2023,Kolkata,West Bengal,Autumn,29.2,68,18.8,1.18,1018.6,Fog
1058,22/01/2024,Delhi,Delhi,Monsoon,33.7,52,9.7,0.52,1015.9,Haze
1059,08/04/2024,Mumbai,Maharashtra,Summer,35.8,42,14.4,0.7,1026.7,Storm
1060,20/11/2023,Delhi,Delhi,Autumn,29.3,45,19.6,0.69,1008.5,Cloudy
1061,22/03/2024,Hyderabad,Telangana,Summer,35.5,45,28.9,0.45,1010.2,Haze
1062,19/04/2022,Delhi,Delhi,Winter,26.3,40,21.6,1.23,1015.2,Cloudy
1063,07/12/2023,Pune,Maharashtra,Autumn,24.3,37,30.2,4.02,1011.3,Rain
1064,07/04/2023,Bangalore,Karnataka,Monsoon,31.8,48,30,1.68,999.3,Sunny
1065,09/06/2023,Kolkata,West Bengal,Autumn,29,81,30,1.33,1011,Haze
1066,21/09/2022,Ahmedabad,Gujarat,Winter,10.8,89,9,0.99,1014.6,Storm
1067,03/03/2023,Delhi,Delhi,Autumn,24.3,80,25.6,3.96,1000.2,Fog
1068,24/03/2024,Pune,Maharashtra,Monsoon,32,44,22.1,6.42,1015.7,Rain
1069,03/02/2022,Ahmedabad,Gujarat,Autumn,29.1,78,31.9,0.82,1011.9,Rain
1070,30/08/2023,Chennai,Tamil Nadu,Autumn,22.8,68,0.5,0.1,1011.6,Fog
1071,11/05/2023,Jaipur,Rajasthan,Monsoon,27.7,87,16.2,1.26,1014.8,Sunny
1072,28/11/2023,Jaipur,Rajasthan,Summer,34,73,2.9,0.42,1003.7,Cloudy
1073,05/09/2023,Pune,Maharashtra,Autumn,23.8,55,22.5,0.18,1012,Haze
1074,21/05/2023,Bangalore,Karnataka,Autumn,26.9,81,30.7,0.3,1015.7,Sunny
1075,07/01/2022,Lucknow,Uttar Pradesh,Autumn,21.9,53,18.9,0.16,1011.9,Fog
1076,29/08/2023,Ahmedabad,Gujarat,Monsoon,27,64,24.2,1.95,1013.6,Haze
1077,09/04/2023,Delhi,Delhi,Summer,36.1,76,20.4,0.07,1018.6,Rain
1078,30/08/2022,Hyderabad,Telangana,Winter,16.9,50,32.9,0.33,1009,Sunny
1079,07/11/2023,Ahmedabad,Gujarat,Autumn,24.3,76,19.3,0.92,1026.5,Sunny
1080,17/06/2022,Lucknow,Uttar Pradesh,Summer,32.7,68,6.5,0.22,1017.1,Cloudy
1081,06/12/2023,Kolkata,West Bengal,Autumn,17.8,41,27.7,0.74,1021.9,Fog
1082,31/10/2023,Jaipur,Rajasthan,Winter,14.6,78,15.4,0,1013.4,Haze
1083,08/02/2024,Bangalore,Karnataka,Monsoon,28.8,35,16.7,0.2,998.4,Rain
1084,24/10/2022,Ahmedabad,Gujarat,Winter,19.3,65,2.4,1.31,1008.2,Storm
1085,27/11/2022,Mumbai,Maharashtra,Summer,39.5,93,18.8,0.08,1012.3,Haze
1086,14/04/2023,Mumbai,Maharashtra,Autumn,23.1,37,22.8,0.95,1014.9,Sunny
1087,02/04/2023,Chennai,Tamil Nadu,Autumn,25.8,85,0.7,1.33,1010.7,Haze
1088,10/02/2022,Hyderabad,Telangana,Monsoon,30.5,40,34.9,0.17,1011.1,Cloudy
1089,16/11/2023,Lucknow,Uttar Pradesh,Autumn,21,45,25,1.25,1019.6,Sunny
1090,28/11/2023,Ahmedabad,Gujarat,Summer,38.3,85,27.9,1.55,1008.5,Rain
1091,07/02/2023,Hyderabad,Telangana,Winter,15.5,80,16.7,1.32,1005.5,Haze
1092,19/04/2024,Bangalore,Karnataka,Winter,21.4,49,34.6,0.34,1010.8,Fog
1093,19/02/2023,Ahmedabad,Gujarat,Autumn,28.4,56,4.7,0.77,1008.5,Rain
1094,07/04/2023,Bangalore,Karnataka,Monsoon,32.6,93,19,0.04,1016,Storm
1095,26/10/2023,Kolkata,West Bengal,Autumn,27.5,82,7.7,3.1,992.2,Sunny
1096,29/01/2022,Jaipur,Rajasthan,Summer,40.3,49,22.1,1.87,1008.3,Sunny
1097,03/01/2023,Jaipur,Rajasthan,Autumn,25.3,64,25.5,0.89,1002.8,Haze
1098,16/01/2022,Jaipur,Rajasthan,Monsoon,22.4,68,2.9,1.05,1008.3,Cloudy
1099,17/09/2022,Lucknow,Uttar Pradesh,Monsoon,32.1,74,32.9,7.23,1013.1,Rain
1100,07/04/2024,Hyderabad,Telangana,Summer,35.7,82,6.1,0.71,1005,Sunny
1101,02/01/2022,Chennai,Tamil Nadu,Monsoon,27.7,74,20.6,4.16,1003.4,Fog
1102,29/12/2023,Kolkata,West Bengal,Winter,12.9,38,31.4,1.59,1019.3,Cloudy
1103,16/02/2023,Ahmedabad,Gujarat,Summer,38.7,94,6.6,0.87,1007,Haze
1104,04/06/2023,Hyderabad,Telangana,Winter,12.8,38,0,0.02,1011.7,Storm
1105,02/02/2022,Bangalore,Karnataka,Monsoon,27.3,49,9.1,4.96,1024.2,Sunny
1106,10/06/2023,Ahmedabad,Gujarat,Monsoon,27.1,77,7.2,1.85,1005.1,Rain
1107,03/09/2023,Mumbai,Maharashtra,Autumn,29.6,46,11.6,0.07,1016.4,Sunny
1108,27/04/2022,Pune,Maharashtra,Monsoon,24.3,53,13.4,4.5,1010.8,Sunny
1109,13/05/2024,Hyderabad,Telangana,Autumn,23.9,62,32.1,0.27,1012.7,Fog
1110,25/11/2023,Lucknow,Uttar Pradesh,Autumn,30.2,50,34.3,0.67,1021.6,Fog
1111,28/06/2022,Kolkata,West Bengal,Summer,34.7,92,23.4,5.49,997.6,Haze
1112,28/09/2022,Kolkata,West Bengal,Summer,33.1,65,22.9,0.84,999.1,Storm
1113,10/09/2023,Hyderabad,Telangana,Autumn,30.5,74,23.2,1.56,1004.6,Fog
1114,26/07/2023,Jaipur,Rajasthan,Monsoon,24.6,46,27.3,4.32,1007.7,Sunny
1115,23/05/2022,Kolkata,West Bengal,Autumn,22.8,59,34.1,1.51,1005.3,Rain
1116,16/07/2022,Bangalore,Karnataka,Monsoon,28.3,69,15.8,0.79,1011.5,Storm
1117,11/11/2022,Hyderabad,Telangana,Autumn,24.1,88,24.7,0.3,1022.9,Rain
1118,11/03/2024,Jaipur,Rajasthan,Summer,34.7,60,23.7,0.04,1008.1,Rain
1119,05/08/2022,Jaipur,Rajasthan,Summer,34.6,39,12.5,1.99,1002.7,Storm
1120,01/10/2023,Lucknow,Uttar Pradesh,Summer,30.8,93,6.2,0.76,1012,Rain
1121,09/08/2023,Jaipur,Rajasthan,Winter,19.9,63,6,0.25,1003.8,Haze
1122,23/07/2022,Hyderabad,Telangana,Winter,10.1,58,19.1,1.3,1003.9,Sunny
1123,04/06/2024,Chennai,Tamil Nadu,Monsoon,27.4,51,11.5,1.05,1003.5,Haze
1124,21/10/2022,Jaipur,Rajasthan,Autumn,25,66,25.2,2.48,1002.9,Fog
1125,12/05/2022,Bangalore,Karnataka,Winter,18.1,54,10,0.36,1017.2,Storm
1126,22/06/2022,Delhi,Delhi,Monsoon,23.5,45,19.8,4.25,1008.2,Cloudy
1127,03/05/2022,Ahmedabad,Gujarat,Winter,22.9,89,15.5,0.15,1016,Storm
